Fecha,Hora,Fecha_Hora,Titulo_completo,Titulo_base,Tipo,Temporada,Episodio_titulo,Episodio_num,Minutos_vistos,Dispositivo,Genero,Actor_1,Actor_2,Rotten_Tomatoes
2025-03-19,22:30:57,2025-03-19 22:30:57,Running Point: Season 1: Game Seven (Episode 10),Running Point,serie,1,Game Seven,10,30.7,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Kate Hudson,Brenda Song,
2025-03-23,00:03:46,2025-03-23 00:03:46,I'm Thinking of Ending Things,I'm Thinking of Ending Things,pelicula,,,,130.3,Amazon FIRETVSTICK2023 Set Top Box,Drama,Jesse Plemons,Jessie Buckley,82
2025-03-26,20:07:46,2025-03-26 20:07:46,Running Point: Season 1: Pilot (Episode 1),Running Point,serie,1,Pilot,1,0.1,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Kate Hudson,Brenda Song,
2025-03-26,20:11:20,2025-03-26 20:11:20,The Residence: Season 1: The Fall of the House of Usher (Episode 1),The Residence,serie,1,The Fall of the House of Usher,1,46.9,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-03-26,20:58:18,2025-03-26 20:58:18,The Residence: Season 1: Dial M for Murder (Episode 2),The Residence,serie,1,Dial M for Murder,2,45.7,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-03-26,21:44:01,2025-03-26 21:44:01,The Residence: Season 1: Knives Out (Episode 3),The Residence,serie,1,Knives Out,3,46.8,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-03-26,22:30:50,2025-03-26 22:30:50,The Residence: Season 1: The Last of Sheila (Episode 4),The Residence,serie,1,The Last of Sheila,4,0.1,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-03-28,19:45:20,2025-03-28 19:45:20,Woman of the Dead: Season 1: A Mother's Love (Episode 4),Woman of the Dead,serie,1,A Mother's Love,4,44.0,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anna Maria Mühe,Yousef 'Joe' Sweid,
2025-03-28,20:29:19,2025-03-28 20:29:19,Woman of the Dead: Season 1: Natural Balance (Episode 5),Woman of the Dead,serie,1,Natural Balance,5,44.5,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anna Maria Mühe,Yousef 'Joe' Sweid,
2025-03-28,21:13:48,2025-03-28 21:13:48,Woman of the Dead: Season 1: To the End (Episode 6),Woman of the Dead,serie,1,To the End,6,45.5,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anna Maria Mühe,Yousef 'Joe' Sweid,
2025-03-28,21:59:17,2025-03-28 21:59:17,Woman of the Dead: Season 2: Plastic Wrap (Episode 1),Woman of the Dead,serie,2,Plastic Wrap,1,0.1,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anna Maria Mühe,Yousef 'Joe' Sweid,
2025-03-29,00:56:59,2025-03-29 00:56:59,Woman of the Dead: Season 2: Plastic Wrap (Episode 1),Woman of the Dead,serie,2,Plastic Wrap,1,0.0,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anna Maria Mühe,Yousef 'Joe' Sweid,
2025-03-31,09:40:08,2025-03-31 09:40:08,Woman of the Dead: Season 2: Plastic Wrap (Episode 1),Woman of the Dead,serie,2,Plastic Wrap,1,42.1,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anna Maria Mühe,Yousef 'Joe' Sweid,
2025-03-31,10:22:17,2025-03-31 10:22:17,Woman of the Dead: Season 2: Limbo (Episode 2),Woman of the Dead,serie,2,Limbo,2,40.9,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anna Maria Mühe,Yousef 'Joe' Sweid,
2025-03-31,11:03:15,2025-03-31 11:03:15,Woman of the Dead: Season 2: On Razor's Edge (Episode 3),Woman of the Dead,serie,2,On Razor's Edge,3,41.5,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anna Maria Mühe,Yousef 'Joe' Sweid,
2025-03-31,11:44:49,2025-03-31 11:44:49,Woman of the Dead: Season 2: 4EVER (Episode 4),Woman of the Dead,serie,2,4EVER,4,0.1,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anna Maria Mühe,Yousef 'Joe' Sweid,
2025-03-31,11:57:33,2025-03-31 11:57:33,Woman of the Dead: Season 2: 4EVER (Episode 4),Woman of the Dead,serie,2,4EVER,4,33.5,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anna Maria Mühe,Yousef 'Joe' Sweid,
2025-03-31,12:46:36,2025-03-31 12:46:36,The Residence: Season 1: The Last of Sheila (Episode 4),The Residence,serie,1,The Last of Sheila,4,0.0,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-03-31,12:46:44,2025-03-31 12:46:44,The Residence: Season 1: The Fall of the House of Usher (Episode 1),The Residence,serie,1,The Fall of the House of Usher,1,46.9,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-03-31,13:33:44,2025-03-31 13:33:44,The Residence: Season 1: Dial M for Murder (Episode 2),The Residence,serie,1,Dial M for Murder,2,45.7,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-03-31,14:19:27,2025-03-31 14:19:27,The Residence: Season 1: Knives Out (Episode 3),The Residence,serie,1,Knives Out,3,46.8,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-03-31,15:06:17,2025-03-31 15:06:17,The Residence: Season 1: The Last of Sheila (Episode 4),The Residence,serie,1,The Last of Sheila,4,50.0,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-03-31,15:57:58,2025-03-31 15:57:58,The Residence: Season 1: The Trouble with Harry (Episode 5),The Residence,serie,1,The Trouble with Harry,5,42.6,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-03-31,16:40:39,2025-03-31 16:40:39,The Residence: Season 1: The Third Man (Episode 6),The Residence,serie,1,The Third Man,6,49.2,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-03-31,17:29:55,2025-03-31 17:29:55,The Residence: Season 1: The Adventure of the Engineer's Thumb (Episode 7),The Residence,serie,1,The Adventure of the Engineer's Thumb,7,0.1,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-03-31,17:37:36,2025-03-31 17:37:36,The Residence: Season 1: The Adventure of the Engineer's Thumb (Episode 7),The Residence,serie,1,The Adventure of the Engineer's Thumb,7,63.4,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-03-31,18:41:05,2025-03-31 18:41:05,The Residence: Season 1: The Mystery of the Yellow Room (Episode 8),The Residence,serie,1,The Mystery of the Yellow Room,8,1.1,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-03-31,19:56:44,2025-03-31 19:56:44,Woman of the Dead: Season 2: 4EVER (Episode 4),Woman of the Dead,serie,2,4EVER,4,1.3,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anna Maria Mühe,Yousef 'Joe' Sweid,
2025-03-31,19:58:52,2025-03-31 19:58:52,The Residence: Season 1: The Mystery of the Yellow Room (Episode 8),The Residence,serie,1,The Mystery of the Yellow Room,8,75.0,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-04-01,13:17:36,2025-04-01 13:17:36,The Residence: Season 1: The Mystery of the Yellow Room (Episode 8),The Residence,serie,1,The Mystery of the Yellow Room,8,39.0,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-04-01,14:36:19,2025-04-01 14:36:19,The Residence: Season 1: The Mystery of the Yellow Room (Episode 8),The Residence,serie,1,The Mystery of the Yellow Room,8,35.0,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-04-01,16:01:48,2025-04-01 16:01:48,The Residence: Season 1: The Mystery of the Yellow Room (Episode 8),The Residence,serie,1,The Mystery of the Yellow Room,8,19.7,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Uzo Aduba,Giancarlo Esposito,
2025-04-02,12:04:33,2025-04-02 12:04:33,Woman of the Dead: Season 2: 4EVER (Episode 4),Woman of the Dead,serie,2,4EVER,4,48.7,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anna Maria Mühe,Yousef 'Joe' Sweid,
2025-04-02,12:53:45,2025-04-02 12:53:45,Woman of the Dead: Season 2: The Deal (Episode 5),Woman of the Dead,serie,2,The Deal,5,42.3,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anna Maria Mühe,Yousef 'Joe' Sweid,
2025-04-02,13:36:07,2025-04-02 13:36:07,Woman of the Dead: Season 2: Prisoners (Episode 6),Woman of the Dead,serie,2,Prisoners,6,85.8,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anna Maria Mühe,Yousef 'Joe' Sweid,
2025-04-02,15:03:11,2025-04-02 15:03:11,The Life List,The Life List,pelicula,,,,118.9,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Sofia Carson,Kyle Allen,46
2025-04-02,17:02:37,2025-04-02 17:02:37,Just One Look: Limited Series: Episode 1 (Episode 1),Just One Look,serie,Limited Series,Episode 1,1,23.2,Amazon FIRETVSTICK2023 Set Top Box,Crime,Maria Debska,Cezary Lukaszewicz,
2025-04-05,13:47:38,2025-04-05 13:47:38,PULSE: Season 1: Abby (Episode 1),PULSE,serie,1,Abby,1,41.7,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-04-05,14:29:35,2025-04-05 14:29:35,PULSE: Season 1: Alone Time (Episode 2),PULSE,serie,1,Alone Time,2,49.0,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-04-05,15:18:40,2025-04-05 15:18:40,PULSE: Season 1: Power (Episode 3),PULSE,serie,1,Power,3,44.0,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-04-05,16:02:41,2025-04-05 16:02:41,PULSE: Season 1: Treat ‘Em and Street ‘Em (Episode 4),PULSE,serie,1,Treat ‘Em and Street ‘Em,4,0.1,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-04-07,18:28:14,2025-04-07 18:28:14,PULSE: Season 1: Treat ‘Em and Street ‘Em (Episode 4),PULSE,serie,1,Treat ‘Em and Street ‘Em,4,45.6,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-04-07,19:13:52,2025-04-07 19:13:52,PULSE: Season 1: Nothing Personal (Episode 5),PULSE,serie,1,Nothing Personal,5,11.6,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-04-10,09:53:28,2025-04-10 09:53:28,PULSE: Season 1: Nothing Personal (Episode 5),PULSE,serie,1,Nothing Personal,5,30.3,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-04-10,10:23:50,2025-04-10 10:23:50,PULSE: Season 1: Homestead (Episode 6),PULSE,serie,1,Homestead,6,17.2,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-04-10,10:41:17,2025-04-10 10:41:17,PULSE: Season 1: Nothing Personal (Episode 5),PULSE,serie,1,Nothing Personal,5,41.9,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-04-10,11:23:13,2025-04-10 11:23:13,PULSE: Season 1: Homestead (Episode 6),PULSE,serie,1,Homestead,6,31.9,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-04-10,11:55:30,2025-04-10 11:55:30,PULSE: Season 1: Nothing Personal (Episode 5),PULSE,serie,1,Nothing Personal,5,39.9,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-04-11,15:45:48,2025-04-11 15:45:48,Black Mirror: Season 7: Common People (Episode 1),Black Mirror,serie,7,Common People,1,32.6,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anjana Vasan,Cristin Milioti,
2025-04-11,17:05:20,2025-04-11 17:05:20,Black Mirror: Season 7: Common People (Episode 1),Black Mirror,serie,7,Common People,1,34.8,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anjana Vasan,Cristin Milioti,
2025-04-11,17:40:30,2025-04-11 17:40:30,Black Mirror: Season 7: Bête Noire (Episode 2),Black Mirror,serie,7,Bête Noire,2,49.5,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anjana Vasan,Cristin Milioti,
2025-04-11,18:30:11,2025-04-11 18:30:11,Black Mirror: Season 7: Hotel Reverie (Episode 3),Black Mirror,serie,7,Hotel Reverie,3,14.9,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anjana Vasan,Cristin Milioti,
2025-04-11,19:53:19,2025-04-11 19:53:19,Black Mirror: Season 7: Hotel Reverie (Episode 3),Black Mirror,serie,7,Hotel Reverie,3,74.9,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anjana Vasan,Cristin Milioti,
2025-04-11,21:08:14,2025-04-11 21:08:14,Black Mirror: Season 7: Plaything (Episode 4),Black Mirror,serie,7,Plaything,4,12.8,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anjana Vasan,Cristin Milioti,
2025-04-12,19:52:23,2025-04-12 19:52:23,Black Mirror: Season 7: Plaything (Episode 4),Black Mirror,serie,7,Plaything,4,0.0,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anjana Vasan,Cristin Milioti,
2025-04-12,19:55:56,2025-04-12 19:55:56,Black Mirror: Season 2: White Bear (Episode 2),Black Mirror,serie,2,White Bear,2,42.0,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anjana Vasan,Cristin Milioti,
2025-04-12,20:37:58,2025-04-12 20:37:58,Black Mirror: Season 2: The Waldo Moment (Episode 3),Black Mirror,serie,2,The Waldo Moment,3,42.5,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anjana Vasan,Cristin Milioti,
2025-04-12,21:20:29,2025-04-12 21:20:29,Black Mirror: Season 2: White Christmas (Episode 4),Black Mirror,serie,2,White Christmas,4,72.4,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anjana Vasan,Cristin Milioti,
2025-04-12,22:32:56,2025-04-12 22:32:56,Black Mirror: Season 2: Be Right Back (Episode 1),Black Mirror,serie,2,Be Right Back,1,16.1,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anjana Vasan,Cristin Milioti,
2025-04-12,22:49:40,2025-04-12 22:49:40,PULSE: Season 1: Nothing Personal (Episode 5),PULSE,serie,1,Nothing Personal,5,2.0,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-04-12,22:51:45,2025-04-12 22:51:45,PULSE: Season 1: Homestead (Episode 6),PULSE,serie,1,Homestead,6,45.4,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-04-12,23:37:11,2025-04-12 23:37:11,PULSE: Season 1: Choices (Episode 7),PULSE,serie,1,Choices,7,42.3,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-04-13,00:19:33,2025-04-13 00:19:33,PULSE: Season 1: Retreat (Episode 8),PULSE,serie,1,Retreat,8,39.1,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-04-13,00:58:39,2025-04-13 00:58:39,PULSE: Season 1: The Last Shift (Episode 9),PULSE,serie,1,The Last Shift,9,21.8,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-04-13,21:18:11,2025-04-13 21:18:11,"How to Sell Drugs Online (Fast): Season 1: Nerd Today, Boss Tomorrow (Episode 1)",How to Sell Drugs Online (Fast),serie,1,"Nerd Today, Boss Tomorrow",1,31.7,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Maximilian Mundt,Danilo Kamperidis,
2025-04-13,21:50:00,2025-04-13 21:50:00,"How to Sell Drugs Online (Fast): Season 1: Life's Not Fair, Get Used to It (Episode 2)",How to Sell Drugs Online (Fast),serie,1,"Life's Not Fair, Get Used to It",2,13.6,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Maximilian Mundt,Danilo Kamperidis,
2025-04-16,20:24:15,2025-04-16 20:24:15,"How to Sell Drugs Online (Fast): Season 1: Life's Not Fair, Get Used to It (Episode 2)",How to Sell Drugs Online (Fast),serie,1,"Life's Not Fair, Get Used to It",2,0.1,Amazon FIRETVSTICK2023 Set Top Box,Comedy,Maximilian Mundt,Danilo Kamperidis,
2025-04-17,22:05:36,2025-04-17 22:05:36,Black Mirror: Season 2: Be Right Back (Episode 1),Black Mirror,serie,2,Be Right Back,1,0.1,Xiaomi soul Streaming Stick,Crime,Anjana Vasan,Cristin Milioti,
2025-04-17,22:06:29,2025-04-17 22:06:29,Black Mirror: Season 7: Plaything (Episode 4),Black Mirror,serie,7,Plaything,4,44.3,Xiaomi soul Streaming Stick,Crime,Anjana Vasan,Cristin Milioti,
2025-04-17,22:56:13,2025-04-17 22:56:13,Black Mirror: Season 7: Eulogy (Episode 5),Black Mirror,serie,7,Eulogy,5,44.9,Xiaomi soul Streaming Stick,Crime,Anjana Vasan,Cristin Milioti,
2025-04-17,23:41:11,2025-04-17 23:41:11,Black Mirror: Season 7: USS Callister: Into Infinity (Episode 6),Black Mirror,serie,7,USS Callister: Into Infinity,6,0.1,Xiaomi soul Streaming Stick,Crime,Anjana Vasan,Cristin Milioti,
2025-04-17,23:58:51,2025-04-17 23:58:51,Black Mirror: Season 4: Arkangel (Episode 2),Black Mirror,serie,4,Arkangel,2,0.6,Xiaomi aquaman Streaming Stick,Crime,Anjana Vasan,Cristin Milioti,
2025-04-17,23:59:57,2025-04-17 23:59:57,Black Mirror: Season 4: Arkangel (Episode 2),Black Mirror,serie,4,Arkangel,2,50.3,Xiaomi aquaman Streaming Stick,Crime,Anjana Vasan,Cristin Milioti,
2025-04-18,00:50:16,2025-04-18 00:50:16,Black Mirror: Season 4: Hang the DJ (Episode 4),Black Mirror,serie,4,Hang the DJ,4,0.6,Xiaomi aquaman Streaming Stick,Crime,Anjana Vasan,Cristin Milioti,
2025-04-18,00:51:06,2025-04-18 00:51:06,Black Mirror: Season 3: Hated in the Nation (Episode 6),Black Mirror,serie,3,Hated in the Nation,6,88.0,Xiaomi aquaman Streaming Stick,Crime,Anjana Vasan,Cristin Milioti,
2025-04-18,02:19:09,2025-04-18 02:19:09,Black Mirror: Season 3: Nosedive (Episode 1),Black Mirror,serie,3,Nosedive,1,61.6,Xiaomi aquaman Streaming Stick,Crime,Anjana Vasan,Cristin Milioti,
2025-04-18,03:20:50,2025-04-18 03:20:50,Black Mirror: Season 3: Playtest (Episode 2),Black Mirror,serie,3,Playtest,2,55.8,Xiaomi aquaman Streaming Stick,Crime,Anjana Vasan,Cristin Milioti,
2025-04-18,04:16:38,2025-04-18 04:16:38,Black Mirror: Season 3: Shut Up and Dance (Episode 3),Black Mirror,serie,3,Shut Up and Dance,3,0.1,Xiaomi aquaman Streaming Stick,Crime,Anjana Vasan,Cristin Milioti,
2025-05-06,20:34:07,2025-05-06 20:34:07,PULSE: Season 1: The Last Shift (Episode 9),PULSE,serie,1,The Last Shift,9,40.5,Amazon FIRETVSTICK2023 Set Top Box,Drama,Claire van der Boom,Andrea Demetriades,
2025-05-10,22:31:22,2025-05-10 22:31:22,Black Mirror: Season 7: Eulogy (Episode 5),Black Mirror,serie,7,Eulogy,5,44.7,Amazon FIRETVSTICK2023 Set Top Box,Crime,Anjana Vasan,Cristin Milioti,
2025-06-27,23:06:37,2025-06-27 23:06:37,Squid Game: Season 2: Bread and Lottery (Episode 1),Squid Game,serie,2,Bread and Lottery,1,0.1,DefaultWidevineAndroidPhone,Action,Lee Jung-jae,Wi Ha-joon,
2025-06-27,23:07:51,2025-06-27 23:07:51,Squid Game: Season 2: Bread and Lottery (Episode 1),Squid Game,serie,2,Bread and Lottery,1,2.7,Samsung CE 2024 Kant-SU2e UHD Smart TV,Action,Lee Jung-jae,Wi Ha-joon,
2025-06-27,23:11:50,2025-06-27 23:11:50,Squid Game: Season 2: Bread and Lottery (Episode 1),Squid Game,serie,2,Bread and Lottery,1,0.1,Samsung CE 2024 Kant-SU2e UHD Smart TV,Action,Lee Jung-jae,Wi Ha-joon,
2025-06-27,23:11:59,2025-06-27 23:11:59,Squid Game: Season 2: Bread and Lottery (Episode 1),Squid Game,serie,2,Bread and Lottery,1,0.0,Samsung CE 2024 Kant-SU2e UHD Smart TV,Action,Lee Jung-jae,Wi Ha-joon,
2025-06-27,23:15:31,2025-06-27 23:15:31,Squid Game: Season 3: Keys and Knives (Episode 1),Squid Game,serie,3,Keys and Knives,1,51.2,Samsung CE 2024 Kant-SU2e UHD Smart TV,Action,Lee Jung-jae,Wi Ha-joon,
2025-06-28,00:25:58,2025-06-28 00:25:58,Squid Game: Season 3: The Starry Night (Episode 2),Squid Game,serie,3,The Starry Night,2,54.1,Samsung CE 2024 Kant-SU2e UHD Smart TV,Action,Lee Jung-jae,Wi Ha-joon,
2025-06-28,21:51:31,2025-06-28 21:51:31,Black Mirror: Season 7: USS Callister: Into Infinity (Episode 6),Black Mirror,serie,7,USS Callister: Into Infinity,6,0.0,DefaultWidevineAndroidPhone,Crime,Anjana Vasan,Cristin Milioti,
2025-06-28,21:52:13,2025-06-28 21:52:13,Squid Game: Season 3: It's Not Your Fault (Episode 3),Squid Game,serie,3,It's Not Your Fault,3,0.0,DefaultWidevineAndroidPhone,Action,Lee Jung-jae,Wi Ha-joon,
2025-06-28,23:34:42,2025-06-28 23:34:42,Squid Game: Season 3: It's Not Your Fault (Episode 3),Squid Game,serie,3,It's Not Your Fault,3,60.1,Samsung CE 2024 Kant-SU2e UHD Smart TV,Action,Lee Jung-jae,Wi Ha-joon,
2025-06-29,00:42:33,2025-06-29 00:42:33,Squid Game: Season 3: 222 (Episode 4),Squid Game,serie,3,222,4,60.3,Samsung CE 2024 Kant-SU2e UHD Smart TV,Action,Lee Jung-jae,Wi Ha-joon,
2025-06-29,22:42:53,2025-06-29 22:42:53,Squid Game: Season 3: ○△□ (Episode 5),Squid Game,serie,3,○△□,5,57.1,Samsung CE 2024 Kant-SU2e UHD Smart TV,Action,Lee Jung-jae,Wi Ha-joon,
2025-07-01,22:29:21,2025-07-01 22:29:21,Squid Game: Season 3: Humans Are… (Episode 6),Squid Game,serie,3,Humans Are…,6,0.0,Samsung CE 2024 Kant-SU2e UHD Smart TV,Action,Lee Jung-jae,Wi Ha-joon,
2025-07-04,18:00:16,2025-07-04 18:00:16,Olympo: Season 1: This Is Not Olympic Level (Episode 1),Olympo,serie,1,This Is Not Olympic Level,1,43.8,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Clara Galle,Nira Oshaia,
2025-07-04,18:44:19,2025-07-04 18:44:19,Olympo: Season 1: Crying or Winning (Episode 2),Olympo,serie,1,Crying or Winning,2,40.2,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Clara Galle,Nira Oshaia,
2025-07-04,19:24:39,2025-07-04 19:24:39,"Olympo: Season 1: No, Not Again (Episode 3)",Olympo,serie,1,"No, Not Again",3,6.3,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Clara Galle,Nira Oshaia,
2025-07-04,19:31:09,2025-07-04 19:31:09,Olympo: Season 1: Crying or Winning (Episode 2),Olympo,serie,1,Crying or Winning,2,9.9,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Clara Galle,Nira Oshaia,
2025-07-04,19:41:50,2025-07-04 19:41:50,"Olympo: Season 1: No, Not Again (Episode 3)",Olympo,serie,1,"No, Not Again",3,50.0,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Clara Galle,Nira Oshaia,
2025-07-04,20:31:55,2025-07-04 20:31:55,Olympo: Season 1: It's Best If You Stop Now (Episode 4),Olympo,serie,1,It's Best If You Stop Now,4,3.4,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Clara Galle,Nira Oshaia,
2025-07-04,22:45:01,2025-07-04 22:45:01,Squid Game: Season 3: Humans Are… (Episode 6),Squid Game,serie,3,Humans Are…,6,48.7,Samsung CE 2024 Kant-SU2e UHD Smart TV,Action,Lee Jung-jae,Wi Ha-joon,
2025-07-05,22:36:29,2025-07-05 22:36:29,Olympo: Season 1: It's Best If You Stop Now (Episode 4),Olympo,serie,1,It's Best If You Stop Now,4,35.5,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Clara Galle,Nira Oshaia,
2025-07-05,23:12:03,2025-07-05 23:12:03,Olympo: Season 1: There’s No Getting Through to You (Episode 5),Olympo,serie,1,There’s No Getting Through to You,5,46.1,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Clara Galle,Nira Oshaia,
2025-07-05,23:58:18,2025-07-05 23:58:18,Olympo: Season 1: You've Always Been My Favorite (Episode 6),Olympo,serie,1,You've Always Been My Favorite,6,37.2,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Clara Galle,Nira Oshaia,
2025-07-06,21:08:40,2025-07-06 21:08:40,Olympo: Season 1: It's Called Strategy (Episode 7),Olympo,serie,1,It's Called Strategy,7,43.9,DefaultWidevineAndroidTablets,Drama,Clara Galle,Nira Oshaia,
2025-07-06,21:53:53,2025-07-06 21:53:53,Olympo: Season 1: Amaia Is Always Right (Episode 8),Olympo,serie,1,Amaia Is Always Right,8,41.1,DefaultWidevineAndroidTablets,Drama,Clara Galle,Nira Oshaia,
2025-07-09,17:42:41,2025-07-09 17:42:41,Ángela: Limited Series: Episode 1 (Episode 1),Ángela,serie,Limited Series,Episode 1,1,51.0,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Angélica Rivera,Aurora Molina,
2025-07-09,19:00:23,2025-07-09 19:00:23,Ángela: Limited Series: Episode 2 (Episode 2),Ángela,serie,Limited Series,Episode 2,2,48.9,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Angélica Rivera,Aurora Molina,
2025-07-09,19:49:19,2025-07-09 19:49:19,Ángela: Limited Series: Episode 3 (Episode 3),Ángela,serie,Limited Series,Episode 3,3,47.1,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Angélica Rivera,Aurora Molina,
2025-07-09,20:36:26,2025-07-09 20:36:26,Ángela: Limited Series: Episode 4 (Episode 4),Ángela,serie,Limited Series,Episode 4,4,15.2,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Angélica Rivera,Aurora Molina,
2025-07-10,20:15:09,2025-07-10 20:15:09,Ángela: Limited Series: Episode 4 (Episode 4),Ángela,serie,Limited Series,Episode 4,4,8.4,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Angélica Rivera,Aurora Molina,
2025-07-10,20:24:47,2025-07-10 20:24:47,Ángela: Limited Series: Episode 4 (Episode 4),Ángela,serie,Limited Series,Episode 4,4,23.7,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Angélica Rivera,Aurora Molina,
2025-07-10,20:48:32,2025-07-10 20:48:32,Ángela: Limited Series: Episode 5 (Episode 5),Ángela,serie,Limited Series,Episode 5,5,47.2,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Angélica Rivera,Aurora Molina,
